"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"
"62"	"query_1"	TRUE	4.7557260866436e-33	6851	2124	952	0.448210922787194	0.138957816377171	"GO:0060255"	"GO:BP"	"regulation of macromolecule metabolic process"	21128	15399
"63"	"query_1"	TRUE	5.59259367657173e-33	3004	2124	507	0.238700564971751	0.168774966711052	"GO:0051239"	"GO:BP"	"regulation of multicellular organismal process"	21128	14441
"64"	"query_1"	TRUE	1.55477235988494e-32	1725	2124	338	0.159133709981168	0.195942028985507	"GO:1902531"	"GO:BP"	"regulation of intracellular signal transduction"	21128	23502
"65"	"query_1"	TRUE	4.06503258291688e-32	5927	2124	847	0.398775894538606	0.142905348405601	"GO:0048519"	"GO:BP"	"negative regulation of biological process"	21128	13623
"66"	"query_1"	TRUE	4.15147752645934e-32	721	2124	187	0.0880414312617702	0.259361997226075	"GO:0050778"	"GO:BP"	"positive regulation of immune response"	21128	14081
"67"	"query_1"	TRUE	5.72948121251337e-32	1163	2124	256	0.120527306967985	0.2201203783319	"GO:0010628"	"GO:BP"	"positive regulation of gene expression"	21128	4392
"68"	"query_1"	TRUE	8.42592427325054e-32	1638	2124	324	0.152542372881356	0.197802197802198	"GO:0010941"	"GO:BP"	"regulation of cell death"	21128	4663
"69"	"query_1"	TRUE	9.24180573324636e-32	3059	2124	510	0.240112994350282	0.166721150702844	"GO:0065009"	"GO:BP"	"regulation of molecular function"	21128	16929
"70"	"query_1"	TRUE	4.26715005767035e-31	539	2124	154	0.0725047080979284	0.285714285714286	"GO:0042110"	"GO:BP"	"T cell activation"	21128	10594
"71"	"query_1"	TRUE	6.48921528131415e-31	363	2124	121	0.0569679849340866	0.333333333333333	"GO:0045088"	"GO:BP"	"regulation of innate immune response"	21128	12035
"72"	"query_1"	TRUE	1.54260254854248e-30	1483	2124	299	0.140772128060264	0.20161834120027	"GO:0043067"	"GO:BP"	"regulation of programmed cell death"	21128	11152
"73"	"query_1"	TRUE	1.88051217078426e-29	1941	2124	359	0.169020715630885	0.184956208140134	"GO:0033554"	"GO:BP"	"cellular response to stress"	21128	8768
"74"	"query_1"	TRUE	9.98543221694101e-29	4088	2124	624	0.293785310734463	0.152641878669276	"GO:0042221"	"GO:BP"	"response to chemical"	21128	10676
"75"	"query_1"	TRUE	3.08317808005045e-28	1454	2124	289	0.136064030131827	0.198762035763411	"GO:0042981"	"GO:BP"	"regulation of apoptotic process"	21128	11103
"76"	"query_1"	TRUE	1.1838922336033e-27	658	2124	168	0.0790960451977401	0.25531914893617	"GO:0002694"	"GO:BP"	"regulation of leukocyte activation"	21128	1237
"77"	"query_1"	TRUE	1.27166731391078e-27	477	2124	137	0.0645009416195857	0.287211740041929	"GO:0001819"	"GO:BP"	"positive regulation of cytokine production"	21128	497
"78"	"query_1"	TRUE	3.65684272482191e-27	713	2124	176	0.0828625235404896	0.246844319775596	"GO:0050865"	"GO:BP"	"regulation of cell activation"	21128	14149
"79"	"query_1"	TRUE	4.24281249533046e-27	931	2124	210	0.0988700564971751	0.225563909774436	"GO:0030097"	"GO:BP"	"hemopoiesis"	21128	7073
"80"	"query_1"	TRUE	4.96821594330498e-27	1695	2124	319	0.150188323917137	0.188200589970501	"GO:0051240"	"GO:BP"	"positive regulation of multicellular organismal process"	21128	14442
"81"	"query_1"	TRUE	1.09305234311754e-26	3263	2124	518	0.243879472693032	0.158749616916948	"GO:0044260"	"GO:BP"	"cellular macromolecule metabolic process"	21128	11650
"82"	"query_1"	TRUE	1.528750721409e-26	563	2124	150	0.0706214689265537	0.266429840142096	"GO:0032103"	"GO:BP"	"positive regulation of response to external stimulus"	21128	7818
"83"	"query_1"	TRUE	1.8932710498323e-26	2401	2124	410	0.193032015065913	0.17076218242399	"GO:0051172"	"GO:BP"	"negative regulation of nitrogen compound metabolic process"	21128	14400
"84"	"query_1"	TRUE	2.97755002151689e-26	1499	2124	290	0.13653483992467	0.19346230820547	"GO:0051247"	"GO:BP"	"positive regulation of protein metabolic process"	21128	14446
"85"	"query_1"	TRUE	5.48039125799879e-26	599	2124	155	0.0729755178907721	0.258764607679466	"GO:0002521"	"GO:BP"	"leukocyte differentiation"	21128	1068
"86"	"query_1"	TRUE	7.38753517787435e-26	1727	2124	320	0.150659133709981	0.185292414591778	"GO:0023056"	"GO:BP"	"positive regulation of signaling"	21128	7038
"87"	"query_1"	TRUE	1.42317880624728e-25	424	2124	124	0.0583804143126177	0.292452830188679	"GO:0031349"	"GO:BP"	"positive regulation of defense response"	21128	7574
"88"	"query_1"	TRUE	3.67230570239925e-25	1528	2124	291	0.137005649717514	0.19044502617801	"GO:0009967"	"GO:BP"	"positive regulation of signal transduction"	21128	3899
"89"	"query_1"	TRUE	3.96747104458427e-25	2356	2124	400	0.188323917137476	0.169779286926995	"GO:0050790"	"GO:BP"	"regulation of catalytic activity"	21128	14088
"90"	"query_1"	TRUE	9.89802382308745e-25	1729	2124	317	0.14924670433145	0.183342972816657	"GO:0010647"	"GO:BP"	"positive regulation of cell communication"	21128	4411
"91"	"query_1"	TRUE	1.22803764333007e-24	490	2124	134	0.0630885122410546	0.273469387755102	"GO:0002764"	"GO:BP"	"immune response-regulating signaling pathway"	21128	1301
"92"	"query_1"	TRUE	1.29587954066853e-24	597	2124	152	0.0715630885122411	0.254606365159129	"GO:0097190"	"GO:BP"	"apoptotic signaling pathway"	21128	19703
"93"	"query_1"	TRUE	1.32193576976567e-24	2244	2124	384	0.180790960451977	0.171122994652406	"GO:0031324"	"GO:BP"	"negative regulation of cellular metabolic process"	21128	7550
"94"	"query_1"	TRUE	1.33218035070829e-24	567	2124	147	0.0692090395480226	0.259259259259259	"GO:0051249"	"GO:BP"	"regulation of lymphocyte activation"	21128	14448
"95"	"query_1"	TRUE	1.45229640503618e-24	462	2124	129	0.0607344632768362	0.279220779220779	"GO:0002757"	"GO:BP"	"immune response-activating signaling pathway"	21128	1294
"96"	"query_1"	TRUE	2.23555573205145e-24	402	2124	118	0.0555555555555556	0.293532338308458	"GO:0009615"	"GO:BP"	"response to virus"	21128	3634
"97"	"query_1"	TRUE	2.8224424234222e-24	317	2124	102	0.0480225988700565	0.321766561514196	"GO:0002833"	"GO:BP"	"positive regulation of response to biotic stimulus"	21128	1369
"98"	"query_1"	TRUE	2.95319877047094e-24	2609	2124	429	0.201977401129944	0.164430816404753	"GO:0009056"	"GO:BP"	"catabolic process"	21128	3324
"99"	"query_1"	TRUE	4.70913221719663e-24	293	2124	97	0.045668549905838	0.331058020477816	"GO:0045089"	"GO:BP"	"positive regulation of innate immune response"	21128	12036
"100"	"query_1"	TRUE	6.57391453915343e-24	2869	2124	460	0.216572504708098	0.160334611362844	"GO:0007166"	"GO:BP"	"cell surface receptor signaling pathway"	21128	2809
"101"	"query_1"	TRUE	7.23472347462886e-24	1540	2124	289	0.136064030131827	0.187662337662338	"GO:0031399"	"GO:BP"	"regulation of protein modification process"	21128	7591
"102"	"query_1"	TRUE	9.67637643337489e-24	4890	2124	697	0.328154425612053	0.142535787321063	"GO:0044271"	"GO:BP"	"cellular nitrogen compound biosynthetic process"	21128	11656
"103"	"query_1"	TRUE	2.61259624041971e-23	1611	2124	297	0.139830508474576	0.184357541899441	"GO:0048585"	"GO:BP"	"negative regulation of response to stimulus"	21128	13679
"104"	"query_1"	TRUE	3.90389705864823e-23	536	2124	139	0.0654425612052731	0.259328358208955	"GO:0002253"	"GO:BP"	"activation of immune response"	21128	810
"105"	"query_1"	TRUE	4.49106153734911e-23	270	2124	91	0.0428436911487759	0.337037037037037	"GO:1903039"	"GO:BP"	"positive regulation of leukocyte cell-cell adhesion"	21128	23908
"106"	"query_1"	TRUE	6.90063167532471e-23	422	2124	119	0.0560263653483992	0.281990521327014	"GO:0030098"	"GO:BP"	"lymphocyte differentiation"	21128	7074
"107"	"query_1"	TRUE	7.27014611778418e-23	474	2124	128	0.0602636534839925	0.270042194092827	"GO:1903131"	"GO:BP"	"mononuclear cell differentiation"	21128	23983
"108"	"query_1"	TRUE	9.4111179823863e-23	373	2124	110	0.051789077212806	0.294906166219839	"GO:0050863"	"GO:BP"	"regulation of T cell activation"	21128	14147
"109"	"query_1"	TRUE	2.12643544291363e-22	5793	2124	792	0.372881355932203	0.136716727084412	"GO:0044249"	"GO:BP"	"cellular biosynthetic process"	21128	11645
"110"	"query_1"	TRUE	3.45669212399566e-22	5494	2124	758	0.356873822975518	0.137968693119767	"GO:0010468"	"GO:BP"	"regulation of gene expression"	21128	4271
"111"	"query_1"	TRUE	3.51265273993257e-22	684	2124	161	0.0758003766478343	0.235380116959064	"GO:0002252"	"GO:BP"	"immune effector process"	21128	809
"112"	"query_1"	TRUE	5.03254729258174e-22	4822	2124	682	0.321092278719397	0.141435089174616	"GO:0009059"	"GO:BP"	"macromolecule biosynthetic process"	21128	3327
"113"	"query_1"	TRUE	5.9164294864985e-22	403	2124	114	0.0536723163841808	0.28287841191067	"GO:0007159"	"GO:BP"	"leukocyte cell-cell adhesion"	21128	2802
"114"	"query_1"	TRUE	1.09691283856317e-21	5886	2124	799	0.376177024482109	0.1357458375807	"GO:1901576"	"GO:BP"	"organic substance biosynthetic process"	21128	22687
"115"	"query_1"	TRUE	1.43684044131718e-21	5973	2124	808	0.380414312617702	0.135275405993638	"GO:0009058"	"GO:BP"	"biosynthetic process"	21128	3326
"116"	"query_1"	TRUE	1.78897698005405e-21	374	2124	108	0.0508474576271186	0.288770053475936	"GO:0002697"	"GO:BP"	"regulation of immune effector process"	21128	1240
"117"	"query_1"	TRUE	1.95808753959449e-21	247	2124	84	0.0395480225988701	0.340080971659919	"GO:0050870"	"GO:BP"	"positive regulation of T cell activation"	21128	14154
"118"	"query_1"	TRUE	5.26276531862394e-21	995	2124	205	0.0965160075329567	0.206030150753769	"GO:1902533"	"GO:BP"	"positive regulation of intracellular signal transduction"	21128	23504
"119"	"query_1"	TRUE	9.85587463004243e-21	480	2124	125	0.0588512241054614	0.260416666666667	"GO:0019221"	"GO:BP"	"cytokine-mediated signaling pathway"	21128	5934
"120"	"query_1"	TRUE	1.13720007551437e-20	365	2124	105	0.0494350282485876	0.287671232876712	"GO:1903037"	"GO:BP"	"regulation of leukocyte cell-cell adhesion"	21128	23906
"121"	"query_1"	TRUE	2.07019056345166e-20	3965	2124	577	0.27165725047081	0.145523329129886	"GO:0010556"	"GO:BP"	"regulation of macromolecule biosynthetic process"	21128	4326
"122"	"query_1"	TRUE	2.41779267868948e-20	297	2124	92	0.0433145009416196	0.30976430976431	"GO:0030217"	"GO:BP"	"T cell differentiation"	21128	7124
"123"	"query_1"	TRUE	3.00409730408991e-20	444	2124	118	0.0555555555555556	0.265765765765766	"GO:0002696"	"GO:BP"	"positive regulation of leukocyte activation"	21128	1239
"124"	"query_1"	TRUE	3.02926721042039e-20	2138	2124	356	0.167608286252354	0.166510757717493	"GO:0044248"	"GO:BP"	"cellular catabolic process"	21128	11644
"125"	"query_1"	TRUE	3.70808482008477e-20	410	2124	112	0.0527306967984934	0.273170731707317	"GO:1903706"	"GO:BP"	"regulation of hemopoiesis"	21128	24477
"126"	"query_1"	TRUE	6.6218473125943e-20	317	2124	95	0.0447269303201507	0.299684542586751	"GO:0022409"	"GO:BP"	"positive regulation of cell-cell adhesion"	21128	6997
"127"	"query_1"	TRUE	7.0393874626764e-20	460	2124	120	0.0564971751412429	0.260869565217391	"GO:0050867"	"GO:BP"	"positive regulation of cell activation"	21128	14151
"128"	"query_1"	TRUE	1.71300946825827e-19	4190	2124	599	0.282015065913371	0.142959427207637	"GO:0009889"	"GO:BP"	"regulation of biosynthetic process"	21128	3843
"129"	"query_1"	TRUE	1.90664302379032e-19	465	2124	120	0.0564971751412429	0.258064516129032	"GO:0002683"	"GO:BP"	"negative regulation of immune system process"	21128	1226
"130"	"query_1"	TRUE	2.15199971958201e-19	227	2124	77	0.0362523540489642	0.33920704845815	"GO:0002218"	"GO:BP"	"activation of innate immune response"	21128	778
"131"	"query_1"	TRUE	3.62230242653364e-19	4124	2124	590	0.277777777777778	0.143064985451018	"GO:0031326"	"GO:BP"	"regulation of cellular biosynthetic process"	21128	7552
"132"	"query_1"	TRUE	3.95924064888141e-19	1391	2124	255	0.120056497175141	0.183321351545651	"GO:0009057"	"GO:BP"	"macromolecule catabolic process"	21128	3325
"133"	"query_1"	TRUE	5.02759245893873e-19	1031	2124	205	0.0965160075329567	0.198836081474297	"GO:0051248"	"GO:BP"	"negative regulation of protein metabolic process"	21128	14447
"134"	"query_1"	TRUE	8.00143395010306e-19	316	2124	93	0.0437853107344633	0.294303797468354	"GO:1902105"	"GO:BP"	"regulation of leukocyte differentiation"	21128	23159
"135"	"query_1"	TRUE	8.92784201271058e-19	903	2124	186	0.0875706214689266	0.205980066445183	"GO:0032446"	"GO:BP"	"protein modification by small protein conjugation"	21128	8029
"136"	"query_1"	TRUE	9.61696754770514e-19	1580	2124	279	0.13135593220339	0.176582278481013	"GO:0044093"	"GO:BP"	"positive regulation of molecular function"	21128	11613
"137"	"query_1"	TRUE	1.15082799959613e-18	1052	2124	207	0.0974576271186441	0.196768060836502	"GO:0070647"	"GO:BP"	"protein modification by small protein conjugation or removal"	21128	17286
"138"	"query_1"	TRUE	1.16302595742922e-18	397	2124	107	0.050376647834275	0.269521410579345	"GO:0051251"	"GO:BP"	"positive regulation of lymphocyte activation"	21128	14450
"139"	"query_1"	TRUE	1.41315554104934e-18	777	2124	167	0.0786252354048964	0.214929214929215	"GO:0030155"	"GO:BP"	"regulation of cell adhesion"	21128	7087
"140"	"query_1"	TRUE	1.45631511896877e-18	6446	2124	845	0.397834274952919	0.1310890474713	"GO:0032502"	"GO:BP"	"developmental process"	21128	8073
"141"	"query_1"	TRUE	1.45956241651708e-18	3783	2124	548	0.258003766478343	0.144858577848269	"GO:0051252"	"GO:BP"	"regulation of RNA metabolic process"	21128	14451
"142"	"query_1"	TRUE	2.42713285911214e-18	304	2124	90	0.0423728813559322	0.296052631578947	"GO:0051607"	"GO:BP"	"defense response to virus"	21128	14694
"143"	"query_1"	TRUE	2.75993662456385e-18	4097	2124	583	0.274482109227872	0.142299243348792	"GO:0019219"	"GO:BP"	"regulation of nucleobase-containing compound metabolic process"	21128	5932
"144"	"query_1"	TRUE	3.11178883480858e-18	305	2124	90	0.0423728813559322	0.295081967213115	"GO:0140546"	"GO:BP"	"defense response to symbiont"	21128	21051
"145"	"query_1"	TRUE	3.42740889467612e-18	19271	2124	2044	0.962335216572505	0.106066109698511	"GO:0009987"	"GO:BP"	"cellular process"	21128	3905
"146"	"query_1"	TRUE	4.74447230009865e-18	5861	2124	779	0.366760828625235	0.132912472274356	"GO:0048856"	"GO:BP"	"anatomical structure development"	21128	13923
"147"	"query_1"	TRUE	5.02651842777428e-18	476	2124	119	0.0560263653483992	0.25	"GO:0022407"	"GO:BP"	"regulation of cell-cell adhesion"	21128	6995
"148"	"query_1"	TRUE	5.15209613613823e-18	793	2124	168	0.0790960451977401	0.211853720050441	"GO:0006954"	"GO:BP"	"inflammatory response"	21128	2659
"149"	"query_1"	TRUE	7.92794267664703e-18	184	2124	66	0.0310734463276836	0.358695652173913	"GO:1903708"	"GO:BP"	"positive regulation of hemopoiesis"	21128	24479
"150"	"query_1"	TRUE	7.92794267664703e-18	184	2124	66	0.0310734463276836	0.358695652173913	"GO:1902107"	"GO:BP"	"positive regulation of leukocyte differentiation"	21128	23161
"151"	"query_1"	TRUE	1.17075586634205e-17	799	2124	168	0.0790960451977401	0.21026282853567	"GO:0051603"	"GO:BP"	"proteolysis involved in protein catabolic process"	21128	14691
"152"	"query_1"	TRUE	1.50622094125237e-17	1787	2124	302	0.142184557438795	0.16899832120873	"GO:0006508"	"GO:BP"	"proteolysis"	21128	2299
"153"	"query_1"	TRUE	1.75060114541658e-17	1985	2124	327	0.153954802259887	0.164735516372796	"GO:0008283"	"GO:BP"	"cell population proliferation"	21128	3239
"154"	"query_1"	TRUE	2.62442987358708e-17	1677	2124	287	0.135122410546139	0.171138938580799	"GO:0042127"	"GO:BP"	"regulation of cell population proliferation"	21128	10605
"155"	"query_1"	TRUE	3.43179990821667e-17	1031	2124	200	0.0941619585687382	0.193986420950533	"GO:0030163"	"GO:BP"	"protein catabolic process"	21128	7090
"156"	"query_1"	TRUE	4.81389064083826e-17	2077	2124	337	0.158662900188324	0.162253249879634	"GO:0009891"	"GO:BP"	"positive regulation of biosynthetic process"	21128	3845
"157"	"query_1"	TRUE	8.97009152824089e-17	2037	2124	331	0.155838041431262	0.162493863524791	"GO:0031328"	"GO:BP"	"positive regulation of cellular biosynthetic process"	21128	7554
"158"	"query_1"	TRUE	9.16727648200623e-17	371	2124	99	0.0466101694915254	0.266846361185984	"GO:0002768"	"GO:BP"	"immune response-regulating cell surface receptor signaling pathway"	21128	1305
"159"	"query_1"	TRUE	9.68395894501771e-17	1105	2124	209	0.0983992467043315	0.189140271493213	"GO:0051241"	"GO:BP"	"negative regulation of multicellular organismal process"	21128	14443
"160"	"query_1"	TRUE	1.11185229660743e-16	202	2124	68	0.032015065913371	0.336633663366337	"GO:0002758"	"GO:BP"	"innate immune response-activating signaling pathway"	21128	1295
"161"	"query_1"	TRUE	1.1439355567866e-16	343	2124	94	0.044256120527307	0.274052478134111	"GO:0002429"	"GO:BP"	"immune response-activating cell surface receptor signaling pathway"	21128	977
